sentence,names
"That Dandelion carried her body in his arms far from the funeral pyres burning away in the city, alone and quiet, into the forest, and buried with her, according to her wishes, two objects: her lute and the azure pearl with which she was never parted.
",['two']
"No, Dandelion kept the first version of his ballad, but he never sang it again.",['first']
"Not ever, for anyone.
",[]
"In the morning, a hungry and furious werewolf took advantage of the darkness of the night that had not yet dissipated and invaded the camp; but, recognizing the voice of Dandelion, he listened for a moment to the melody before disappearing into the forest.
",['the morning']
"155
The Sword of Destiny
","['155', 'The Sword of Destiny\n']"
This is a fan translation of a French translation of the story from Andrzej Sapkowski's The Sword of Destiny (L'Ã‰pÃ©e de la Providence).,"['French', ""Andrzej Sapkowski's"", ""The Sword of Destiny (L'Ã‰pÃ©e de la Providence""]"
I am not a native or even a strong French speaker,['French']
but I hope that the result is sufficiently readable for my fellow Anglophones who may be trying to read Blood of Elves and wondering who the hell Ciri is.,"['Anglophones', 'Blood of Elves', 'Ciri']"
"Here you go.
",[]
Braenn's dialog is a very rough approximation.,['Braenn']
"In the original it is a muddle of archaic words, mistaken homonyms, etc.
",['mistaken homonyms']
"I
He discovered the first body around noon.
","['first', 'noon']"
The sight of the dead rarely shook the witcher.,[]
His gaze passed over most of them with perfect indifference.,[]
"But not this time.
",[]
The boy was fifteen.,['fifteen']
"He lay on his back, legs wide apart; something, on his lips, was frozen, like a grimace of terror.",[]
"Geralt knew nonetheless that the child had died on the spot, that he had not suffered, that he probably didn't even see death coming.",[]
The arrow had pierced his eye and penetrated deep into the skull through the eyesocket.,[]
"The fletching consisted of tiger-pheasant feathers, painted yellow and jutting above the grass.
",[]
Geralt looked around himself quickly.,['Geralt']
"He found what was looking for without difficulty: a second arrow, identical, stuck in the trunk of a pine tree, about six steps back.","['second', 'about six']"
He understood what had happened.,[]
"The child had not heeded the warning: frightened by the whistle and the impact of the arrow, he had taken off running in the wrong direction.",[]
"The side that the arrow told him not to go, to turn around.",[]
"The lightning hiss and the poison pen, the brief impact of the point that bit into the wood.",[]
"""Human!",[]
"Not another step!""",[]
That was the declaration of the whistle and the impact.,[]
"""Human!",[]
Begone!,[]
Go quickly from Brokilon.,[]
"You have conquered the entire world, human, you have left your mark everywhere, you peddle everything in the name of modernity, an era of change, what you call progress.",[]
But we want neither you nor your progress.,[]
We don't want any of your changes.,[]
"We want nothing that you bring with you.""",[]
"Whistle, impact.",['Whistle']
"""Out of Brokilon!""
Human, out of Brokilon, thought the witcher.",['Brokilon']
"Even if you are fifteen, crossing the forest, driven by fear, without knowing your way.",['fifteen']
"Even if you are seventy, forced to gather firewood, because your infirmity has warranted that you be chased from the cottage and deprived of food.",[]
"Even if you are six, drawn by the flowers that bloom in the sun-drenched clearing.",['six']
Out of Brokilon!,[]
"Whistling, impact.
",[]
"In the past, he thought, before shooting to kill, they gave two warnings.",['two']
"Three, even.
",['Three']
"In the past, he thought, continuing on his way.",[]
"In the past.
",[]
"Progress...
",[]
The forest did not seem to warrant such a sinister aura.,[]
"It was, in fact, terribly wild and impenetrable, but this was nothing out of the ordinary in the depths of a forest where each shaft of light, each touch of sun that the leaves and branches of the large trees allowed to filter through, was immediately exploited by dozens of young birch, alder and hornbeam, by brambles, ferns and junipers, covering with their shoots a land of brittle wood, of dry branches and rotted trunks, remains of the oldest trees at the end of their battle and their life.
",['dozens']
"156
There was not the heavy, ominous silence ordinarily associated with the places where these things dominated.",['156']
"On the contrary, Brokilon was alive.",['Brokilon']
"Buzzing insects, lizards rustling underfoot, beetles shining in rainbow colors, thousands of spiders crawling on canvases where droplets sparkled, woodpeckers striving against the trunks, jays chattering.
",['thousands']
"Brokilon was alive.
",[]
But the witcher could not allow himself to be complacent.,[]
He knew where he was and did not forget the boy with the pierced eye.,[]
"Among the mosses and pine needles, he sometimes saw bleached bones stripped by carnivorous ants.
",[]
"He continued on his way â€“ cautiously, but swiftly.",[]
The tracks were fresh.,[]
"He thought he could make the capture, stop, and return to the people that he served.",[]
"He thought, despite everything, he was not too late.
",[]
"Wrongly.
",[]
He would not have noticed the second body without the reflection of the sun on the sword that the dead man clutched in his hand.,['second']
He was a grown man.,[]
The simplicity of his dark gray garments revealed a humble origin.,[]
"With the exception of blood stains blooming from two arrows planted in his chest, his clothing was clean and new: he was not, then, a simple valet.
",['two']
"Geralt looked around him and found the third corpse, dressed in a leather jacket and a green tunic.","['Geralt', 'third']"
"The ground around the body was entirely trampled, the moss and the needles stamped down into the dirt.",[]
"There could be no doubt: this man had suffered at length.
",[]
"He heard a groan.
",[]
"Quickly, he parted the juniper branches and saw the deep hole that they had concealed.",['Quickly']
"In the hollow, a man of strong constitution was lying on the exposed roots of a pine.",[]
"His hair was black, like his beard, contrasting with the terrible, even deathly pallor of his face.",[]
"His light deerskin doublet was red with blood.
",[]
The witcher vaulted into the hole.,[]
"The wounded man opened his eyes.
",[]
"""Geralt..."" he moaned.",['Geralt']
"""Oh gods...",[]
"I must be dreaming...""
""Freixenet?"" said the witcher, surprised.",[]
"""You're here?",[]
"""
""I... ah...""
""Don't move.""",[]
Geralt knelt next to him.,['Geralt']
"""Where are you hurt?",[]
"I don't see the arrow...""
""It went clean through.",[]
"I broke the tip, then I took it out...",[]
"Listen, Geralt...""
""Shut up,"" Geralt said, ""because you're losing all your blood.","['Geralt', 'Shut', 'Geralt']"
You have a pierced lung.,[]
"I need to get you out of here, damn it!",[]
What the devil were you doing in Brokilon?,[]
"This is dryad territory, their sanctuary; no-one leaves alive.",[]
Don't you know that?,[]
"""
""Later..."" Freixenet moaned.",[]
He spat blood.,[]
"""Later, I'll explain...",[]
"Now, get me out of here...",[]
Ah!,[]
Damn it!,[]
"Gently... ah...""
""I can't.""",[]
"Geralt stood, looking around.",['Geralt']
"""You're too heavy...""
""Leave me,"" the wounded man muttered.",[]
"""Leave me, it's a shame...",[]
But save her...,[]
"By all the gods, save her...""
""Who?""
""The princess...",[]
ah...,[]
"Find her, Geralt...""
""Keep quiet, by all the devils!",['Geralt']
I'll find something to pull you out of there.,[]
"""
Freixenet coughed loudly and spat again; a dense stream of blood fell from his beard.",[]
The witcher swore.,[]
He leapt out of the hole and examined his surroundings.,[]
"Needing two young trees, he went to the edge of the clearing where he had noticed an alder.
",['two']
"Whistle, impact.
",['Whistle']
Geralt froze.,['Geralt']
The arrow shot into the trunk at head-height was fletched with a hawk feather.,[]
He looked in the direction indicated by the shaft; he knew where it was fired from.,[]
"About fifty paces away there was another hole, a tree stump lifting its tangle of roots into the sky and still clinging to an enormous mass of sandy soil.",['About fifty']
"Further on, there was a massive
157
blackthorn and the darkness was striped by the light bands of the trunks of birch trees.",['157']
He saw no-one.,[]
"He knew he would see nothing.
",[]
"He raised both hands in the air, very gently.
",[]
"""CeÃ¡dmil!",[]
Va an EithnÃ© meÃ¡th e DuÃ©n Canell!,"['DuÃ', 'Canell']"
EsseÃ¡ Gwynbleidd!,[]
"""
He heard the muffled rustling of a bowstring, then saw an arrow shot deliberately for him that he could, this time, locate: right in the sky.",[]
"He lifted his gaze, stopped in his tracks and tumbled to aside.",[]
Geralt froze.,[]
"The arrow was planted almost vertically in the moss, two steps from him.",['two']
"Almost instantly, a second arrow joined the first at an identical angle.","['second', 'first']"
"He feared that he would never see the flight of the third.
",['third']
"""MeÃ¡th EithnÃ©!"" he repeated.",[]
"""EsseÃ¡ Gwynbleidd!""
""GlÃ¡eddyv vort!""
",['GlÃ¡eddyv']
A voice like a whisper of wind responded.,[]
"A voice, not an arrow.",[]
He was alive.,[]
"Gently, the witcher loosened the buckle of his belt and removed his sword, holding it far from his body and then tossing it to the ground.",[]
"The second dryad emerged without a sound from behind the trunk of a tree surrounded by junipers, less than ten paces from him.","['second', 'junipers', 'less than ten']"
"Although she was petite and slender, the trunk seemed thinner still.",[]
